,ID,number_of_rooms,size,parking,residential_complex,ceiling_height,garbage_chute,monthly_payment,floor,amenities,distance,bathroom_encoded,simplify_balcony,allow_pets_children_encoded,flat_floor,floor_index,elevator_encoded,refurbishment_encoded
19369,273891515,1,40.0,0,0,2.74,1,47000.0,17,0.8999999999999999,6.051544551750535,0.0,0.5,0.0,4,0.23529411764705882,0.3939393939393939,0.5
19370,269688975,2,44.0,0,0,2.7674978777589136,1,49000.0,17,0.7,6.051544551750535,0.0,1.0,0.0,16,0.9411764705882353,0.3939393939393939,0.75
19371,270372661,2,38.6,1,0,2.64,1,50000.0,14,0.6,7.411477230242269,0.0,0.5,0.0,8,0.5714285714285714,0.3939393939393939,0.75
19372,274312630,2,55.0,0,0,2.827033831628639,1,50000.0,8,0.5,7.411477230242269,0.0,0.5,1.0,5,0.625,0.21212121212121213,0.75
19373,273068404,1,35.0,0,0,3.461931892599869,1,50000.0,8,0.7,7.411477230242269,0.21052631578947367,0.5,1.0,7,0.875,0.21212121212121213,0.5
19374,272391121,2,65.0,0,0,3.461931892599869,0,55000.0,10,0.5,6.051544551750535,0.0,0.5,0.3333333333333333,9,0.9,0.3939393939393939,0.75
19375,274715776,2,40.0,0,1,2.967732260424287,1,40000.0,12,0.6,20.976556126670467,0.21052631578947367,0.5,1.0,9,0.75,0.3939393939393939,0.5
19376,274238732,2,54.0,1,0,2.64,1,46000.0,17,0.5,20.976556126670467,0.0,0.5,0.3333333333333333,9,0.5294117647058824,0.24242424242424243,0.75
19377,272099232,1,38.0,0,0,2.64,1,32000.0,17,0.5,20.976556126670467,0.21052631578947367,0.5,0.0,7,0.4117647058823529,0.3939393939393939,0.75
19378,273339733,1,42.2,0,0,2.64,1,38000.0,14,0.5,19.501884948669925,0.21052631578947367,0.0,0.0,4,0.2857142857142857,0.3939393939393939,0.25
19379,274683901,1,42.0,0,0,2.75,1,43000.0,18,0.7999999999999999,20.976556126670467,0.21052631578947367,0.5,1.0,17,0.9444444444444444,0.3939393939393939,0.5
19380,256820763,3,80.0,0,0,2.64,1,50000.0,14,0.6,19.501884948669925,0.21052631578947367,0.5,0.0,3,0.21428571428571427,0.3939393939393939,0.75
19381,274550669,1,44.0,0,0,2.7674978777589136,1,40000.0,24,0.5,20.943716396090903,0.21052631578947367,0.5,0.6666666666666666,22,0.9166666666666666,0.4545454545454546,0.5
19382,274985141,2,52.0,1,0,2.64,1,50000.0,14,0.5,20.943716396090903,0.0,0.5,0.3333333333333333,7,0.5,0.3939393939393939,0.75
19383,273967332,3,78.0,0,0,2.9,1,60000.0,12,0.4,20.943716396090903,0.0,0.5,0.3333333333333333,6,0.5,0.24242424242424243,1.0
19384,273615264,1,40.0,0,0,2.64,1,35000.0,14,0.7,20.943716396090903,0.0,0.5,0.0,5,0.35714285714285715,0.3939393939393939,0.75
19385,274736228,3,78.0,1,0,2.75,1,60000.0,17,0.6,20.943716396090903,0.21052631578947367,1.0,0.3333333333333333,5,0.29411764705882354,0.24242424242424243,0.5
